SampleDepth;cN;cC;C.N.ratio;North;East
10;0.19;5.08;26.73684211;7133580.27;728079.307
10;0.05;1.67;33.4;7133577.408;728431.301
10;0.07;2.92;41.71428571;7133581.272;733677.059
10;0.03;1.03;34.33333333;7133581.407;734031.549
10;0.04;1.21;30.25;7133581.587;735079.572
10;0.03;0.72;24;7133577.628;735431.417
10;0.07;1.65;23.57142857;7133583.721;736483.503
10;0.21;4.76;22.66666667;7133234.071;728432.386
10;0.14;3.46;24.71428571;7133232.641;733680.573
10;0.05;1.81;36.2;7133225.33;734040.027
10;0.24;7.03;29.29166667;7133233.194;735083.716
10;0.02;0.42;21;7133230.314;735431.616
10;0.03;0.77;25.66666667;7133230.338;736482.569
10;0.13;4.54;34.92307692;7132877.386;730525.835
10;0.08;1.99;24.875;7132882.195;732979.121
10;0.1;1.44;14.4;7132886.77;733334.965
10;0.07;2.28;32.57142857;7132886.207;736127.745
10;0.11;2.19;19.90909091;7132531.276;730180.416
10;0.13;2.36;18.15384615;7132522.897;734385.255
10;0.04;1.04;26;7132536.328;735779.722
10;0.06;1.32;22;7132187.065;732286.043
10;0.04;0.51;12.75;7132183.145;733679.468
10;0.04;0.7;17.5;7132177.652;735080.94
10;0.1;1.78;17.8;7132179.211;735454.614
10;0.09;2.67;29.66666667;7131831.488;729827.603
10;0.07;1.94;27.71428571;7131834.472;730871.567
10;0.08;1.61;20.125;7132886.845;730183.833
10;0.09;3.04;33.77777778;7131831.51;731228.335
10;0.13;3.03;23.30769231;7131829.063;733679.672
10;0.07;2.18;31.14285714;7131831.816;734030.064
10;0.1;2.48;24.8;7131836.105;735424.707
10;0.04;1.25;31.25;7131478.449;730527.381
10;0.05;1.63;32.6;7131486.775;731578.015
10;0.09;3.2;35.55555556;7131482.309;731930.188
10;0.03;0.39;13;7131479.313;733330.582
10;0.05;1.41;28.2;7131477.171;734379.544
10;0.06;1.63;27.16666667;7131485.971;735779.221
10;0.02;0.63;31.5;7131132.309;730177.252
10;0.05;1.56;31.2;7131128.669;731584.864
10;0.07;2.48;35.42857143;7131132.483;731931.373
10;0.16;3.68;23;7131138.107;734364.881
10;0.08;2.2;27.5;7131132.366;734737.198
10;0.06;1.7;28.33333333;7131130.178;736130.255
10;0.08;1.86;23.25;7130782.147;730878.533
10;0.08;2.08;26;7130779.768;733680.768
10;0.1;2.86;28.6;7130778.194;735431.235
10;0.08;1.46;18.25;7130429.85;730879.456
10;0.1;2.76;27.6;7130431.181;731229.983
10;0.1;2.49;24.9;7130431.944;732283.39
10;0.1;2.73;27.3;7130430.83;732633.766
10;0.02;0.41;20.5;7130430.452;733681.564
10;0.05;0.86;17.2;7130431.052;735079.63
10;0.04;1.04;26;7130433.72;735428.337
10;0.09;3.89;43.22222222;7130082.7;730176.519
10;0.08;1.91;23.875;7130079.839;730528.453
10;0.08;2.89;36.125;7130082.508;731576.77
10;0.03;1.14;38;7130080.332;731926.787
10;0.07;2.32;33.14285714;7130084.585;732980.328
10;0.05;1.43;28.6;7130083.168;733329.549
10;0.09;2.06;22.88888889;7130082.637;734380.942
10;0.1;2.4;24;7130079.688;734728.667
10;0.13;5.21;40.07692308;7129730.865;730177.102
10;0.08;3;37.5;7129731.424;730531.668
10;0.06;2.18;36.33333333;7129729.836;731577.961
10;0.07;1.86;26.57142857;7129729.804;731931.474
10;0.08;2.87;35.875;7129729.477;732980.373
10;0.09;3.15;35;7129731.898;733327.195
10;0.03;0.92;30.66666667;7129729.396;734729.393
10;0.07;2.25;32.14285714;7129381.574;730876.914
10;0.04;1.22;30.5;7129382.184;735081.428
10;0.27;7.09;26.25925926;7129384.303;735432.324
10;0.02;0.56;28;7129028.4;733681.35
10;0.25;7.02;28.08;7129031.449;734029.522
10;0.05;1.18;23.6;7129032.622;735083.226
10;0.04;1.06;26.5;7128329.887;734717.649
10;0.03;0.79;26.33333333;7127982.483;734033.41
10;0.09;6.5;72.22222222;7127984.549;735080.133
20;0.06;1.85;30.83333333;7138134.876;732982.077
20;0.06;1.67;27.83333333;7138137.463;733332.384
20;0.06;1.62;27;7137782.164;730880.205
20;0.04;0.84;21;7137784.892;732283.786
20;0.22;5.98;27.18181818;7137779.743;732630.094
20;0.12;3.54;29.5;7137786.142;733676.274
20;0.05;1.29;25.8;7137437.938;729829.171
20;0.02;0.18;9;7137411.928;732270.212
20;0.28;6.53;23.32142857;7137434.453;732630.518
20;0.09;1.93;21.44444444;7137432.458;735081.485
20;0.03;0.68;22.66666667;7137077.845;729133.044
20;0.05;1.31;26.2;7137085.699;730175.561
20;0.09;2.44;27.11111111;7137087.53;732978.842
20;0.06;1.66;27.66666667;7137083.991;733337.561
20;0.12;3.13;26.08333333;7136729.575;729131.774
20;0.03;0.54;18;7136731.25;733329.144
20;0.06;1.78;29.66666667;7136387.285;730877.076
20;0.06;1.36;22.66666667;7136382.601;732625.902
20;0.08;2.19;27.375;7136377.364;734028.728
20;0.03;1.2;40;7136035.145;730879.434
20;0.04;1.38;34.5;7136027.225;731228.928
20;0.06;1.43;23.83333333;7136036.337;732633.192
20;0.06;1.65;27.5;7136029.457;734032.198
20;0.09;2.92;32.44444444;7135689.856;729123.4
20;0.21;6.49;30.9047619;7135682.348;730172.836
20;0.08;3.12;39;7135679.207;730532.711
20;0.11;2.95;26.81818182;7135682.362;734378.529
20;0.07;1.95;27.85714286;7135678.624;734732.261
20;0.11;2.77;25.18181818;7135325.87;729133.54
20;0.05;1.41;28.2;7135332.129;734378.53
20;0.06;1.53;25.5;7135331.168;734730.088
20;0.03;1.42;47.33333333;7134981.878;728081.832
20;0.27;9.06;33.55555556;7134981.553;728430.897
20;0.05;1.72;34.4;7134983.58;730882.686
20;0.09;2.6;28.88888889;7134986.681;731229.118
20;0.13;3.32;25.53846154;7134987.413;732279.374
20;0.04;1.29;32.25;7134964.781;733681.325
20;0.03;0.77;25.66666667;7134987.059;734029.407
20;0.04;0.98;24.5;7134983.541;735086.565
20;0.1;2.59;25.9;7134630.07;729477.999
20;0.12;3.47;28.91666667;7134631.245;729834.803
20;0.03;0.84;28;7134635.787;731226.406
20;0.14;3.34;23.85714286;7134631.513;732630.067
20;0.03;0.93;31;7134643.946;734041.543
20;0.03;0.4;13.33333333;7134626.668;735083.106
20;0.03;0.7;23.33333333;7134272.809;728779.12
20;0.09;1.91;21.22222222;7134288.462;732975.964
20;0.19;4.72;24.84210526;7134283.302;733329.635
20;0.08;2.17;27.125;7134281.646;734729.937
20;0.05;0.94;18.8;7134280.652;735778.924
20;0.04;1.19;29.75;7133930.646;728783.227
20;0.1;2.69;26.9;7133931.857;730176.628
20;0.03;0.63;21;7133933.131;732984.2
20;0.04;0.94;23.5;7133933.798;735780.128
20;0.03;0.62;20.66666667;7133580.27;728079.307
20;0.04;1.15;28.75;7133577.408;728431.301
20;0.08;2.88;36;7133581.272;733677.059
20;0.04;0.9;22.5;7133581.407;734031.549
20;0.16;6.62;41.375;7133581.587;735079.572
20;0.03;1.23;41;7133577.628;735431.417
20;0.12;2.93;24.41666667;7133583.721;736483.503
20;0.11;2.31;21;7133234.071;728432.386
20;0.14;3.73;26.64285714;7133233.194;735083.716
20;0.03;0.73;24.33333333;7133230.314;735431.616
20;0.06;1.8;30;7133230.338;736482.569
20;0.05;1;20;7132886.845;730183.833
20;0.08;2.59;32.375;7132877.386;730525.835
20;0.05;0.72;14.4;7132882.195;732979.121
20;0.06;0.86;14.33333333;7132886.77;733334.965
20;0.05;0.5;10;7132885.209;734377.227
20;0.07;1.79;25.57142857;7132886.207;736127.745
20;0.08;1.43;17.875;7132531.276;730180.416
20;0.07;1.21;17.28571429;7132522.897;734385.255
20;0.06;1.85;30.83333333;7132536.328;735779.722
20;0.04;0.87;21.75;7132187.065;732286.043
20;0.03;0.37;12.33333333;7132183.145;733679.468
20;0.05;0.97;19.4;7132177.652;735080.94
20;0.1;2.44;24.4;7132179.211;735454.614
20;0.04;0.65;16.25;7131834.472;730871.567
20;0.04;1.28;32;7134633.167;733677.66
20;0.03;0.68;22.66666667;7131831.51;731228.335
20;0.06;0.97;16.16666667;7131829.063;733679.672
20;0.07;2.3;32.85714286;7131831.816;734030.064
20;0.11;2.5;22.72727273;7131836.105;735424.707
20;0.02;0.31;15.5;7131478.449;730527.381
20;0.03;0.57;19;7131486.775;731578.015
20;0.03;0.73;24.33333333;7131482.309;731930.188
20;0.03;0.64;21.33333333;7131477.171;734379.544
20;0.07;2.04;29.14285714;7131485.971;735779.221
20;0.01;0.18;18;7131132.309;730177.252
20;0.02;0.36;18;7131128.669;731584.864
20;0.06;1.07;17.83333333;7131132.483;731931.373
10;0.05;1.27;25.4;7131130.472;732982.991
20;0.08;1.14;14.25;7131138.107;734364.881
20;0.05;0.79;15.8;7131132.366;734737.198
20;0.03;0.57;19;7131130.178;736130.255
20;0.04;0.56;14;7130782.147;730878.533
20;0.04;0.71;17.75;7130779.768;733680.768
20;0.03;0.66;22;7130778.194;735431.235
20;0.03;0.41;13.66666667;7130429.85;730879.456
20;0.06;1.3;21.66666667;7130431.181;731229.983
20;0.04;0.81;20.25;7130431.944;732283.39
20;0.04;0.67;16.75;7130430.83;732633.766
20;0.03;0.77;25.66666667;7130430.452;733681.564
20;0.03;0.47;15.66666667;7130431.052;735079.63
20;0.03;0.69;23;7130433.72;735428.337
20;0.1;3.43;34.3;7130082.7;730176.519
20;0.08;1.9;23.75;7130079.839;730528.453
20;0.06;1.81;30.16666667;7130082.508;731576.77
20;0.02;0.54;27;7130080.332;731926.787
20;0.04;0.87;21.75;7130084.585;732980.328
20;0.05;1.18;23.6;7130083.168;733329.549
20;0.04;0.28;7;7130082.637;734380.942
20;0.02;0.35;17.5;7130079.688;734728.667
20;0.1;3.37;33.7;7129730.865;730177.102
20;0.08;2.63;32.875;7129731.424;730531.668
20;0.05;1.77;35.4;7129729.836;731577.961
20;0.16;5;31.25;7129729.804;731931.474
20;0.06;1.43;23.83333333;7129729.477;732980.373
20;0.05;1.22;24.4;7129381.574;730876.914
20;0.03;0.73;24.33333333;7129382.184;735081.428
20;0.25;5.4;21.6;7129384.303;735432.324
20;0.05;1.52;30.4;7129032.622;735083.226
20;0.05;1.63;32.6;7127982.483;734033.41
20;0.12;6.39;53.25;7127984.549;735080.133
20;0.08;1.89;23.625;7136028.994;732273.975
20;0.05;1.39;27.8;7135679.798;727380.354
20;0.08;1.95;24.375;7135327.603;732982.049
20;0.04;0.96;24;7134627.205;728076.956
20;0.08;2.86;35.75;7134633.8;728432.239
20;0.1;2.56;25.6;7134632.302;730885.808
20;0.13;3.86;29.69230769;7134279.832;729131.21
20;0.05;1.28;25.6;7133927.866;733329.217
65;0.02;0.21;10.5;7138483.695;732631.472
65;0.01;0.18;18;7138133.424;732280.852
65;0.02;0.33;16.5;7138135.675;733678.22
65;0.01;0.31;31;7137779.8;732982.17
65;0.02;0.54;27;7137775.302;734368.856
65;0.01;0.26;26;7137432.667;731924.401
65;0.02;0.38;19;7137432.873;732993.875
65;0.01;0.25;25;7137434.02;733312.608
65;0.02;0.51;25.5;7137431.299;734378.933
65;0.01;0.34;34;7137080.836;730877.995
65;0.01;0.09;9;7137088.151;731936.199
65;0.01;0.15;15;7137081.485;732280.286
65;0.07;2.01;28.7;7137080.573;733679.129
65;0.02;0.37;18.5;7137088.87;734029.077
65;0.01;0.26;26;7137082.223;734378.245
65;0.07;2.56;36.6;7136738.183;729829.802
65;0.01;0.29;29;7136740.304;731224.918
65;0.02;0.39;19.5;7136734.163;731583.743
65;0.02;0.43;21.5;7136738.105;732276.898
65;0.02;0.37;18.5;7136729.434;734032.089
65;0.01;0.33;33;7136733.117;734380.683
65;0.02;0.33;16.5;7136377.567;729479.418
65;0.02;0.8;40;7136380.792;730174.837
65;0.02;0.23;11.5;7136380.949;734734.5
65;0.04;1.04;26;7136030.51;727381.114
65;0.01;0.21;21;7136036.643;730530.59
65;0.01;0.18;18;7136034.896;732980.404
65;0.01;0.33;33;7136031.537;733331.059
65;0.01;0.41;41;7135682.16;729478.274
65;0.02;0.57;28.5;7135682.235;729830.516
65;0.01;0.31;31;7135683.977;731237.042
65;0.01;0.23;23;7135683.262;731581.976
65;0.03;0.66;22;7135685.066;731933.321
65;0.02;0.35;17.5;7135685.023;732282.698
65;0.04;1.01;25.3;7135682.996;732633.623
65;0.01;0.08;8;7135677.187;733680.288
65;0.01;0.12;12;7135683.327;734030.498
65;0.02;0.57;28.5;7135334.096;729478.407
65;0.01;0.23;23;7135338.588;732280.594
65;0.04;1.34;33.5;7135328.897;732635.371
65;0.01;0.09;9;7135328.08;733680.821
65;0.01;0.2;20;7135330.577;734025.028
65;0.03;0.41;13.7;7135351.675;735428.472
65;0.02;0.21;10.5;7134980.251;727381.779
65;0.03;0.48;16;7134982.976;727725.068
65;0.04;1.31;32.8;7134981.239;728780.223
65;0.01;0.29;29;7134982.384;729127.849
65;0.02;0.67;33.5;7134979.224;732979.309
65;0.04;0.98;24.5;7134984.011;734377.015
65;0.02;0.42;21;7134982.361;734732.519
65;0.01;0.31;31;7134983.717;735782.45
65;0.02;0.33;16.5;7134631.282;727381.978
65;0.01;0.28;28;7134631.875;727727.57
65;0.02;0.68;34;7134631.009;728779.691
65;0.01;0.33;33;7134631.799;729133.342
65;0.01;0.27;27;7134629.639;730179.322
65;0;0.11;NA;7134632.81;731571.93
65;0.02;0.5;25;7134630.612;732981.952
65;0.01;0.36;36;7134628.006;733333.377
65;0.04;1.24;31;7134626.777;735768.299
65;0.05;1.18;23.6;7134280.982;727730.294
65;0.01;0.31;31;7134281.586;728080.971
65;0.01;0.24;24;7134275.298;728428.778
65;0.01;0.29;29;7134281.092;730882.544
65;0.01;0.29;29;7134279.03;731222.068
65;0.02;0.68;34;7134286.336;731930.622
65;0.02;0.61;30.5;7134277.928;732277.009
65;0.03;0.78;26;7134278.794;733685.349
65;0.04;0.99;24.8;7134283.796;734033.112
65;0.01;0.15;15;7134281.941;735436.425
65;0.01;0.15;15;7133934.105;727030.635
65;0.02;0.4;20;7133921.785;728082.498
65;0.02;0.58;29;7133931.24;729830.999
65;0.01;0.42;42;7133930.484;731230.02
65;0.01;0.3;30;7133929.849;731582.081
65;0.02;0.6;30;7133932.606;731936.463
65;0.03;0.88;29.3;7133928.935;732634.392
65;0.02;0.78;39;7133930.214;733689.269
65;0.01;0.2;20;7133931.208;735085.369
65;0.03;0.7;23.3;7133931.387;736485.276
65;0.01;0.43;43;7133576.358;728776.144
65;0.07;1.31;18.7;7133579.844;729133.506
65;0.03;0.95;31.7;7133579.641;730533.869
65;0.01;0.18;18;7133583.53;730879.925
65;0.02;0.48;24;7133586.555;731226.988
65;0.04;1.28;32;7133582.162;731577.026
65;0.04;1.3;32.5;7133579.087;731933.101
65;0.01;0.33;33;7133593.27;732973.851
65;0.04;1.29;32.3;7133572.514;733332.604
65;0.02;0.76;38;7133589.944;734736.639
65;0.03;0.75;25;7133584.845;736130.614
65;0.01;0.57;57;7133231.917;729479.895
65;0.02;0.36;18;7133227.676;730179.602
65;0.01;0.31;31;7133227.538;730882.06
65;0.02;0.5;25;7133233.649;731232.186
65;0.01;0.33;33;7133204.258;731611.094
65;0.03;0.87;29;7133224.315;732279.272
65;0.01;0.19;19;7133234.126;733326.016
65;0.08;2.56;32;7133232.641;733680.573
65;0.01;0.38;38;7133236.881;735782.295
65;0.02;0.36;18;7132883.626;729831.377
65;0.01;0.35;35;7132882.08;731229.808
65;0.01;0.15;15;7132883.287;731578.159
65;0.03;0.42;14;7132880.565;731935.495
65;0.01;0.3;30;7132884.035;732277.414
65;0.02;0.27;13.5;7132877.314;732632.972
65;0.02;0.2;10;7132530.872;729482.831
65;0.03;0.3;10;7132534.834;729833.045
65;0.04;1.01;25.3;7132533.354;730880.151
65;0.02;0.6;30;7132529.488;731227.832
65;0.03;0.93;31;7132529.63;731581.177
65;0.01;0.16;16;7132535.864;731928.16
65;0.01;0.13;13;7132528.151;732279.73
65;0.03;0.21;7;7132532.438;732628.812
65;0.03;0.26;8.7;7132530.056;733682.465
65;0.05;0.64;12.8;7132532.311;734031.344
65;0.03;0.29;9.7;7132182.223;731579.302
65;0.01;0.22;22;7132180.344;731932.458
65;0.02;0.18;9;7132182.979;732982.304
65;0.03;0.25;8.3;7132186.76;733331.292
65;0.03;0.21;7;7132175.543;734386.939
65;0.02;0.15;7.5;7132189.692;734710.538
65;0.01;0.29;29;7132180.57;735781.509
65;0.02;0.23;11.5;7131828.784;730177.873
65;0.01;0.08;8;7131823.537;731577.724
65;0.01;0.06;6;7131833.152;731928.569
65;0.02;0.39;19.5;7131824.163;732979.017
65;0.01;0.1;10;7131839.415;734380.606
65;0.05;1.68;33.6;7129733.321;732628.713
65;0.01;0.06;6;7131490.936;730881.776
65;0.01;0.07;7;7131479.747;731230.743
65;0.01;0.09;9;7131481.41;732278.391
65;0.02;0.09;4.5;7131484.966;732633.028
65;0.01;0.19;19;7131482.02;734032.546
65;0.01;0.09;9;7131480.374;735079.501
65;0.02;0.21;10.5;7131138.837;731234.468
65;0.03;0.26;8.7;7131130.888;732280.222
65;0.01;0.1;10;7131142.539;733680.999
65;0.04;0.22;5.5;7131130.636;734026.951
65;0.06;1.63;27.2;7131129.72;735429.805
65;0;0.06;NA;7130776.267;729831.519
65;0.02;0.34;17;7130777.346;730178.642
65;0.02;0.23;11.5;7130788.309;730538.104
65;0.02;0.28;14;7130782.748;731578.179
65;0.02;0.19;9.5;7130782.523;731934.504
65;0.03;0.17;5.7;7130782.312;733331.039
65;0.03;0.19;6.3;7130781.607;734382.123
65;0.01;0.12;12;7130780.96;734730.833
65;0.05;1.05;21;7130782.645;735778.404
65;0;0.09;NA;7130431.066;730181.297
65;0.02;0.17;8.5;7130427.434;730525.962
65;0.01;0.12;12;7130429.446;731581.77
65;0.02;0.68;34;7130429.528;731929.796
65;0.03;0.28;9.3;7130430.196;732976.239
65;0.04;0.52;13;7130429.92;733329.944
65;0.03;0.19;6.3;7130428.14;734379.664
65;0.03;0.21;7;7130427.422;734729.191
65;0.03;0.5;16.7;7130435.704;735772.723
65;0.02;0.32;16;7130083.767;730882.685
65;0.01;0.16;16;7130083.424;731229.77
65;0.03;0.61;20.3;7130076.933;732277.493
65;0.05;0.75;15;7130080.551;733678.794
65;0.03;0.59;19.7;7130082.429;734028.075
65;0.03;0.26;8.7;7130081.203;735077.931
65;0;0.05;NA;7130082.779;735431.108
65;0.02;0.42;21;7130069.659;735780.147
65;0.06;1.94;32.3;7130081.14;736136.945
65;0.02;0.39;19.5;7130086.164;736492.783
65;0.01;0.1;10;7129731.594;730880.065
65;0.03;0.22;7.3;7129732.856;731230.72
65;0.12;2.96;24.7;7129732.793;732280.5
65;0.02;0.39;19.5;7129730.698;733678.339
65;0.01;0.22;22;7129734.071;734028.011
65;0;0.07;NA;7129735.813;735081.25
65;0;0.06;NA;7129733.02;735431.166
65;0.01;0.21;21;7129728.786;735771.216
65;0.01;0.27;27;7129383.515;730529.537
65;0.02;0.44;22;7129379.655;733328.932
65;0.01;0.08;8;7129383.082;735781.155
65;0.03;0.75;25;7129032.972;730878.313
65;0.04;1.19;29.8;7129028.418;734728.613
65;0.01;0.1;10;7129034.116;735782.39
65;0.02;0.46;23;7129032.066;736129.927
65;0.02;0.44;22;7128681.078;733684.961
65;0.05;1.3;26;7128687.695;734035.137
65;0.01;0.25;25;7128685.322;735083.353
65;0.01;0.12;12;7128682.303;735430.8
65;0.02;0.22;11;7128682.011;735789.567
65;0.02;0.16;8;7128685.594;736131.768
65;0.03;0.48;16;7128331.229;735080.598
65;0.03;0.62;20.7;7128333.12;735781.338
65;0.02;0.81;40.5;7127983.019;734716.799
65;0.02;0.37;18.5;7127986.143;735780.773
65;0.01;0.07;7;7127984.32;736140.935
65;0.04;1.29;32.3;7127622.47;734381.138
65;0.05;1.25;25;7127637.293;734729.557
65;0.01;0.38;38;7136035.145;730879.434
65;0.03;0.78;26;7136028.994;732273.975
65;0.01;0.28;28;7135679.798;727380.354
65;0.02;0.38;19;7135332.129;734378.53
65;0.03;0.39;13;7134982.07;735420.05
65;0.01;0.34;34;7134630.07;729477.999
65;0.01;0.41;41;7134626.668;735083.106
65;0.05;1.51;30.2;7134626.796;735433.169
65;0.02;0.44;22;7134272.809;728779.12
65;0.02;0.46;23;7134279.832;729131.21
65;0.03;0.68;22.7;7134288.462;732975.964
65;0.01;0.46;46;7134283.302;733329.635
65;0.02;0.5;25;7134281.646;734729.937
65;0.01;0.11;11;7133930.646;728783.227
65;0.02;0.39;19.5;7133931.857;730176.628
65;0.03;0.75;25;7133933.131;732984.2
65;0.02;0.51;25.5;7133927.866;733329.217
65;0.01;0.2;20;7133933.798;735780.128
65;0.01;0.38;38;7133580.27;728079.307
65;0.01;0.39;39;7133577.408;728431.301
65;0.02;0.64;32;7133581.272;733677.059
65;0.01;0.18;18;7133581.407;734031.549
65;0.04;1.51;37.8;7133581.587;735079.572
65;0.03;0.92;30.7;7133577.628;735431.417
65;0.03;0.26;8.7;7133234.071;728432.386
65;0.02;0.44;22;7133225.33;734040.027
65;0.01;0.36;36;7133230.314;735431.616
65;0.01;0.23;23;7133230.338;736482.569
65;0.04;1.16;29;7132877.386;730525.835
65;0.02;0.16;8;7132882.195;732979.121
65;0.03;0.27;9;7132886.77;733334.965
65;0.03;0.19;6.3;7132885.209;734377.227
65;0.02;0.53;26.5;7132886.207;736127.745
65;0.01;0.11;11;7132531.276;730180.416
65;0.06;0.83;13.8;7132522.897;734385.255
65;0.01;0.31;31;7132536.328;735779.722
65;0.01;0.11;11;7132187.065;732286.043
65;0.01;0.14;14;7132183.145;733679.468
65;0.01;0.25;25;7132177.652;735080.94
65;0.02;0.51;25.5;7132179.211;735454.614
65;0.02;0.16;8;7131831.488;729827.603
65;0.01;0.12;12;7131834.472;730871.567
65;0.01;0.04;4;7131831.51;731228.335
65;0.01;0.13;13;7131829.063;733679.672
65;0.01;0.32;32;7131831.816;734030.064
65;0.03;0.71;23.7;7131836.105;735424.707
65;0.01;0.06;6;7131478.449;730527.381
65;0.01;0.11;11;7131486.775;731578.015
65;0.01;0.05;5;7131482.309;731930.188
65;0.01;0.17;17;7131479.313;733330.582
65;0.02;0.23;11.5;7131477.171;734379.544
65;0.01;0.34;34;7131485.971;735779.221
65;0;0.06;NA;7131132.309;730177.252
65;0.01;0.05;5;7131128.669;731584.864
65;0.02;0.29;14.5;7131132.483;731931.373
65;0.01;0.07;7;7131130.472;732982.991
65;0.02;0.19;9.5;7131127.927;733328.184
65;0.03;0.21;7;7131138.107;734364.881
65;0.03;0.2;6.7;7131132.366;734737.198
65;0.02;0.45;22.5;7131130.178;736130.255
65;0.02;0.18;9;7130782.147;730878.533
65;0.01;0.07;7;7130779.768;733680.768
65;0.01;0.21;21;7130778.194;735431.235
65;0.01;0.1;10;7130429.85;730879.456
65;0.02;0.19;9.5;7130431.181;731229.983
65;0.02;0.25;12.5;7130431.944;732283.39
65;0.02;0.18;9;7130430.83;732633.766
65;0.02;0.18;9;7130430.452;733681.564
65;0.03;0.18;6;7130431.052;735079.63
65;0.03;0.19;6.3;7130433.72;735428.337
65;0.03;0.47;15.7;7130079.839;730528.453
65;0.01;0.16;16;7130082.508;731576.77
65;0.01;0.33;33;7130080.332;731926.787
65;0.02;0.52;26;7130084.585;732980.328
65;0.04;1.13;28.3;7130083.168;733329.549
65;0.04;0.23;5.8;7130082.637;734380.942
65;0.01;0.18;18;7130079.688;734728.667
65;0.01;0.36;36;7129731.424;730531.668
65;0.01;0.3;30;7129729.836;731577.961
65;0.01;0.16;16;7129729.396;734729.393
65;0.01;0.22;22;7129381.348;733683.208
65;0.01;0.14;14;7129382.184;735081.428
65;0.04;0.7;17.5;7129384.303;735432.324
65;0.02;0.54;27;7129028.4;733681.35
65;0.01;0.31;31;7129031.449;734029.522
65;0.02;0.44;22;7129032.622;735083.226
65;0.01;0.25;25;7128680.029;734376.634
65;0.01;0.28;28;7128329.887;734717.649
65;0.01;0.19;19;7127982.483;734033.41
65;0.09;3.96;44;7127984.549;735080.133
